window_index,t_start,t_end,proposed_intent,effective_intent,did_change,change_reason,pose_mode,state_label,state_confidence,valence,arousal,valence_trend,arousal_trend,valence_volatility,arousal_volatility,analysis_time_s,video
0,0.0,3.0,CHECK_IN,CHECK_IN,True,first,REACTION_POSE,positive-low-arousal,0.5,0.5038872737346626,0.22963684842717358,mixed,mixed,0.027272403240203857,0.005442611873149872,13.619401931762695,video36
1,3.0,6.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5295996284339486,0.23833322534110488,mixed,mixed,0.00789952278137207,0.006965652108192444,13.058622360229492,video36
2,6.0,9.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5073995163164488,0.2482399070044843,mixed,mixed,0.022557571530342102,0.008202746510505676,12.70647144317627,video36
3,9.0,12.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5084567898657264,0.2339401067030139,mixed,mixed,0.018838509917259216,0.010685727000236511,12.97127079963684,video36
4,12.0,15.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.44440825955896845,0.22796559383774676,mixed,mixed,0.010431051254272461,0.006457105278968811,13.049436330795288,video36
5,15.0,18.0,CHECK_IN,CHECK_IN,False,same,REACTION_POSE,positive-low-arousal,0.55,0.49948398823418266,0.2462482966210057,rising,mixed,0.023272275924682617,0.012784391641616821,13.159646034240723,video36
6,18.0,21.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5151543010298799,0.24517461721126627,mixed,mixed,0.02823159098625183,0.006940223276615143,12.949783086776733,video36
7,21.0,24.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.478491196181716,0.2541273514308581,mixed,mixed,0.00692218542098999,0.003303736448287964,12.808269739151001,video36
8,24.0,27.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4599507020377531,0.2391775190012484,mixed,mixed,0.010766476392745972,0.010904334485530853,13.039228439331055,video36
9,27.0,30.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4147779538137157,0.2506215354745708,mixed,mixed,0.01747019588947296,0.012933403253555298,13.026062488555908,video36
10,30.0,33.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.40920312357384986,0.24616524013804225,mixed,mixed,0.006488770246505737,0.007581733167171478,13.240630388259888,video36
11,33.0,36.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4077671276541745,0.24171136864801732,mixed,mixed,0.007923394441604614,0.002839311957359314,13.26580023765564,video36
12,36.0,39.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.39374219226401025,0.2515499588192963,mixed,mixed,0.010430291295051575,0.007254689931869507,13.186893224716187,video36
13,39.0,42.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.3930180969579918,0.24961749218949458,mixed,mixed,0.008367270231246948,0.008105434477329254,13.187386512756348,video36
14,42.0,45.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.39449262900686843,0.24996045122786267,mixed,mixed,0.011864796280860901,0.005805268883705139,12.924280643463135,video36
15,45.0,48.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.3812777616265344,0.2421492717978431,mixed,mixed,0.010026335716247559,0.0038115456700325012,13.016642808914185,video36
16,48.0,51.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4091267610286794,0.24060314375816322,mixed,mixed,0.009025424718856812,0.004141747951507568,13.135845422744751,video36
17,51.0,54.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.44198111190301614,0.24126082168119709,mixed,mixed,0.022239387035369873,0.007524169981479645,13.216916799545288,video36
18,54.0,57.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.44799742938541787,0.24355241418298748,mixed,mixed,0.015628278255462646,0.007680721580982208,13.558265447616577,video36
19,57.0,60.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.44503534585237503,0.24036012648990968,mixed,mixed,0.009074486792087555,0.0034064948558807373,13.152321338653564,video36
20,60.0,63.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.42959010537441183,0.23353073128112933,mixed,mixed,0.0071461498737335205,0.004016764461994171,12.968525648117065,video36
21,63.0,66.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.43298408743448374,0.23508417969796716,mixed,mixed,0.005006060004234314,0.0023852065205574036,13.099384546279907,video36
22,66.0,69.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.440916554048294,0.23328725702878905,mixed,mixed,0.010907411575317383,0.0028024017810821533,13.083884716033936,video36
23,69.0,72.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4278575513602757,0.2451961177696542,mixed,mixed,0.017582327127456665,0.011691510677337646,13.072744607925415,video36
24,72.0,75.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4245161972939968,0.24774549937829737,mixed,mixed,0.004918709397315979,0.005047596991062164,13.119010210037231,video36
25,75.0,78.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4666283363249244,0.24069301275218405,mixed,mixed,0.010438472032546997,0.003501608967781067,13.117239713668823,video36
