window_index,t_start,t_end,proposed_intent,effective_intent,did_change,change_reason,pose_mode,state_label,state_confidence,valence,arousal,valence_trend,arousal_trend,valence_volatility,arousal_volatility,analysis_time_s,video
0,0.0,3.0,CHECK_IN,CHECK_IN,True,first,REACTION_POSE,positive-low-arousal,0.5,0.6175509851153304,0.25041114284497934,mixed,mixed,0.02500396966934204,0.006501674652099609,14.204668283462524,video42
1,3.0,6.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5244523303174391,0.2538183301505519,mixed,mixed,0.022435732185840607,0.008492521941661835,13.334389448165894,video42
2,6.0,9.0,CHECK_IN,CHECK_IN,False,same,REACTION_POSE,positive-low-arousal,0.55,0.5368574884970013,0.2604212520851029,rising,mixed,0.019106626510620117,0.0036027878522872925,13.596941709518433,video42
3,9.0,12.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5798533075466389,0.2549273983189246,mixed,mixed,0.030246198177337646,0.006907075643539429,13.72050952911377,video42
4,12.0,15.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6024116528470341,0.24766412677197921,mixed,mixed,0.010905951261520386,0.004734024405479431,13.113783836364746,video42
5,15.0,18.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6093411220283043,0.2488325898331113,mixed,mixed,0.019375383853912354,0.0029866397380828857,13.217802286148071,video42
6,18.0,21.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6180101549480019,0.24874567367681644,mixed,mixed,0.019408851861953735,0.005248546600341797,13.248751640319824,video42
7,21.0,24.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6398621332354661,0.24356601373633233,mixed,mixed,0.013844937086105347,0.003221169114112854,13.054680585861206,video42
8,24.0,27.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.644297347563069,0.24321578193183352,mixed,mixed,0.013806194067001343,0.00264798104763031,13.409389734268188,video42
9,27.0,30.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6399271335543656,0.24797380879157926,mixed,mixed,0.023393869400024414,0.004042237997055054,13.54996919631958,video42
10,30.0,33.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6251686667887176,0.25026929578403145,mixed,mixed,0.016944825649261475,0.008728712797164917,13.484279155731201,video42
11,33.0,36.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4970313724948139,0.27504850088096244,mixed,mixed,0.014072582125663757,0.0062136054039001465,13.596863031387329,video42
12,36.0,39.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5158144639032644,0.261705590820894,mixed,mixed,0.011310607194900513,0.005678489804267883,13.474430322647095,video42
13,39.0,42.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5218667268026166,0.25209380795316,mixed,mixed,0.03388577699661255,0.003533110022544861,13.25486969947815,video42
14,42.0,45.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4179352103936963,0.27075279013412756,mixed,mixed,0.023202523589134216,0.006674051284790039,13.534568071365356,video42
15,45.0,48.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4019939267053837,0.2647683608640985,mixed,mixed,0.014352798461914062,0.01351270079612732,13.409416198730469,video42
16,48.0,51.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.44908400788539793,0.2654980739987478,mixed,mixed,0.01568201184272766,0.006761878728866577,13.397454023361206,video42
17,51.0,54.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.46295843564155625,0.25623141619853856,mixed,mixed,0.008176371455192566,0.0042792633175849915,13.325209617614746,video42
18,54.0,57.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4291356696588237,0.25779453901256005,mixed,mixed,0.010529875755310059,0.008126616477966309,13.741052389144897,video42
19,57.0,60.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.43768068966342183,0.2580132362682645,mixed,mixed,0.019206613302230835,0.0060991644859313965,13.4970064163208,video42
20,60.0,63.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.42964183975283693,0.2594243387986974,mixed,mixed,0.011390149593353271,0.004893139004707336,13.932659387588501,video42
21,63.0,66.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.41255700833550313,0.26283978189273577,mixed,mixed,0.008492961525917053,0.00508628785610199,13.433143377304077,video42
22,66.0,69.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4118192742873983,0.2652105896211252,mixed,mixed,0.012507781386375427,0.011300995945930481,13.565865993499756,video42
23,69.0,72.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4141466706627753,0.25968825008447577,mixed,mixed,0.017017602920532227,0.005326196551322937,13.487021207809448,video42
24,72.0,75.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.39814806184390694,0.26828420131156844,mixed,mixed,0.00888754427433014,0.006974563002586365,13.19715142250061,video42
25,75.0,78.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.412767057738653,0.2644309119843855,mixed,mixed,0.010814383625984192,0.007262185215950012,13.002450466156006,video42
26,78.0,81.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4217254613957754,0.26340255531959417,mixed,mixed,0.019603699445724487,0.007927417755126953,13.266001462936401,video42
27,81.0,84.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.38244093354882264,0.2617646573883731,mixed,mixed,0.023572325706481934,0.005883008241653442,13.219249486923218,video42
28,84.0,87.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.3945206545475053,0.2789232102109165,mixed,mixed,0.016303107142448425,0.004590094089508057,13.443154335021973,video42
29,87.0,90.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.36075478937567734,0.27973830381908066,mixed,mixed,0.006437927484512329,0.004694521427154541,13.696208715438843,video42
30,90.0,93.0,CHECK_IN,CHECK_IN,False,same,REACTION_POSE,positive-low-arousal,0.55,0.4111241616490411,0.28154523125508935,rising,mixed,0.049494579434394836,0.009309038519859314,13.469053030014038,video42
31,93.0,96.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4172061334659414,0.28409906867437246,mixed,mixed,0.01552484929561615,0.0058380961418151855,13.35357928276062,video42
32,96.0,99.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.40224563294067617,0.2948106554586713,mixed,mixed,0.012061342597007751,0.005478963255882263,13.454781532287598,video42
33,99.0,102.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4123896302246466,0.2710174083164552,mixed,mixed,0.011663123965263367,0.010397866368293762,13.224936246871948,video42
34,102.0,105.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4281758833222273,0.261336944179564,mixed,mixed,0.010449811816215515,0.006448432803153992,13.215548992156982,video42
35,105.0,108.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.44286762759452913,0.2595145855008102,mixed,mixed,0.027678504586219788,0.007622122764587402,13.305799007415771,video42
36,108.0,111.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4418954016958795,0.25838768136937446,mixed,mixed,0.013249590992927551,0.012458883225917816,13.294003248214722,video42
37,111.0,114.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4612152009475522,0.24932062875752042,mixed,mixed,0.012706294655799866,0.008954472839832306,13.406640529632568,video42
38,114.0,117.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.4461557703410707,0.2572310693198588,mixed,mixed,0.018580108880996704,0.0037861168384552,13.60957145690918,video42
39,117.0,120.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.41191087572312934,0.24484134283734532,mixed,mixed,0.013323009014129639,0.008482828736305237,13.530591487884521,video42
