window_index,t_start,t_end,proposed_intent,effective_intent,did_change,change_reason,pose_mode,state_label,state_confidence,valence,arousal,valence_trend,arousal_trend,valence_volatility,arousal_volatility,analysis_time_s,video
0,0.0,3.0,CHECK_IN,CHECK_IN,True,first,REACTION_POSE,positive-low-arousal,0.5,0.2382294601056634,0.2652021152217214,mixed,mixed,0.005477927625179291,0.007465824484825134,12.927090406417847,video34
1,3.0,6.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.23967689366602316,0.2547014857210764,mixed,mixed,0.007843762636184692,0.005919881165027618,12.435678005218506,video34
2,6.0,9.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.24219200396683158,0.25405879627640654,mixed,mixed,0.008179977536201477,0.0022641122341156006,12.593419551849365,video34
3,9.0,12.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.23932966453636564,0.24966308865241887,mixed,mixed,0.0031972676515579224,0.0027832984924316406,12.47596001625061,video34
4,12.0,15.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2431662079946297,0.25446857636173564,mixed,mixed,0.002314142882823944,0.0029361918568611145,12.357924222946167,video34
5,15.0,18.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2487209933560069,0.25066158602513916,mixed,mixed,0.00761491060256958,0.0024881362915039062,12.432978868484497,video34
6,18.0,21.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.24377873803420766,0.2538341785349497,mixed,mixed,0.004859939217567444,0.0015936046838760376,12.343049049377441,video34
7,21.0,24.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.24237472945597113,0.24909389436971852,mixed,mixed,0.004641920328140259,0.0030698105692863464,12.425628423690796,video34
8,24.0,27.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2390495674094049,0.25050650973145555,mixed,mixed,0.004427425563335419,0.006212830543518066,12.291796922683716,video34
9,27.0,30.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2420810312941307,0.25312142383034636,mixed,mixed,0.007287934422492981,0.003479793667793274,12.370908737182617,video34
10,30.0,33.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2395917745079936,0.2545494471744793,mixed,mixed,0.006350874900817871,0.0013006031513214111,12.495346069335938,video34
11,33.0,36.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.23242670824614967,0.2578512206673622,mixed,mixed,0.005459330976009369,0.004177853465080261,12.187123775482178,video34
12,36.0,39.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2391067791457583,0.2491002623446104,mixed,mixed,0.004338644444942474,0.0011216998100280762,12.618000507354736,video34
13,39.0,42.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.23308026817877117,0.24679607280143878,mixed,mixed,0.0037671923637390137,0.0035834908485412598,12.304238319396973,video34
14,42.0,45.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2254821363745666,0.24902665869491855,mixed,mixed,0.0030463412404060364,0.006180629134178162,12.523734092712402,video34
15,45.0,48.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.24385074980375243,0.24804776007445847,mixed,mixed,0.004208393394947052,0.0017621144652366638,12.187060594558716,video34
